"X064.EPL15_f_Mzb1_ESI.mzML";"X064.EPL16_f_Mzb1_ESI.mzML";"X064.EPL34_f_Mzb1_ESI.mzML";"X64Z.61026_f_WT_ESI.mzML";"X64Z.61027_f_WT_ESI.mzML";"X64Z.61028_f_WT_ESI.mzML"
"M121.08422T164.78135";-0.190705853339238;-0.587208862663818;0.488094682327645;0.422578275089029;0.270695464985453;-0.403453706399079
"M123.05593T147.06407";0.258861079010623;-1.18297669248945;-0.359812376346734;0.996384622908355;0.647355743263925;-0.359812376346734
"M123.04436T582.32212";-0.412055358699454;-0.197071823980929;0.125331035516835;1.05136338878003;0.615466593431846;-1.18303383504833
"M123.04450T1064.59589";0.953148294745566;-0.621361048598321;-0.897959128704204;0.84509363647441;0.566070788140344;-0.844992542057791
"M123.04538T479.97498";0.177197122741031;-1.13512593235368;0.639613299782614;1.04354004242077;0.947237617536496;-1.67246215012724
"M124.05905T146.91614";0.336667082815926;-1.30404993033685;-0.359899272141358;1.23278754534243;0.568076559714415;-0.473581985394556
"M124.04288T215.31234";1.59344105516472;0.847246286095332;0.570660964802891;-0.411754696942501;-1.99476265055255;-0.604830958567892
"M124.11030T758.23309";-0.467037906139355;0.291680411125078;-1.31638723945409;0.236429785984064;-0.0762914041424774;1.33160635262678
"M124.08683T876.08986";1.2959786030718;-1.63701229695124;0.0182860229862411;0.917304409442852;-1.20531628874416;0.610759550194512
"M125.06357T146.95123";0.300755070983623;-0.998537121332873;-0.463416684415594;1.38517111282106;0.304847081881992;-0.528819459938208
"M125.07099T873.76251";0.961648228382051;-1.46643246372112;0.631167320566236;0.716013713620077;-0.773086064781695;-0.0693107340655489
"M125.09391T613.61296";0.583544253054323;-0.284979057188876;-1.01893538116603;0.562127417752948;0.152184637048928;0.00605813049871424
"M126.06650T151.98966";0.144307328631086;-0.713406130817585;-0.902548533709625;0.847238139771373;0.613493804980339;0.0109153911443976
"M126.09698T352.43210";-0.218941089674698;-1.00198263467693;-0.604318085231529;-0.0621625562467018;2.02284989451858;-0.135445528688719
"M126.09164T240.13066";0.82000403489858;-1.55357744534581;-0.202285318854555;0.319003523334866;-0.0226973683597172;0.63955257432664
"M127.05063T192.75112";0.397474597479954;-0.55837131934376;-0.802694120426361;0.300100585218331;0.472471602485072;0.191018654586771
"M127.06984T151.71704";0.402129776670787;-0.929208681048391;-0.787465535349669;0.79084322205355;0.290013700098304;0.233687517575414
"M127.11193T464.63713";0.756855526903744;-0.934789527650194;0.0862315172528144;0.518097807182799;-0.0182569185476578;-0.4081384051415
"M128.05366T192.82238";0.446659391107295;-0.201904608272925;-1.32801271758908;0.410017949346159;0.440329550566456;0.232910434842091
"M128.10704T407.13204";0.185671296357742;-1.57125284421078;-0.276380479862054;0.820397158563624;0.0903735173902092;0.751191351761249
"M128.10707T287.60270";1.56904608614336;-0.0441760108573153;0.356154959416468;-0.173491298872104;-0.407749286221134;-1.29978444960927
"M129.01855T1131.76241";0.0750651966861217;-0.217326101835446;-0.455694738047262;0.648110718386464;0.255409935717398;-0.305565010907272
"M129.06599T116.74348";-1.26605442499962;1.16919362398167;1.20942464164197;-0.704215461943605;-1.46704481867796;1.05869643999753
"M130.06547T250.21275";0.0760810334184225;-0.113542392146353;0.130883541876221;0.852315092454726;-0.71805987801316;-0.227677397589862
"M130.06568T421.25410";0.280792823884359;-0.117770346003646;1.040640705771;-0.481685750891544;0.0735813592435427;-0.795558792003721
"M130.06563T712.29793";0.108564600552523;-0.532656535103542;0.242062636781005;-0.574610315653269;0.695296192442049;0.0613434209812197
"M130.05041T119.76889";0.818392439667481;0.555379908589449;-1.72553552613824;-0.403152850894341;-0.554516745585678;1.30943277436133
"M130.06544T319.79704";-0.124104208921845;1.62244714964016;1.8517655557053;-0.984350244047042;-1.13383136364333;-1.23192688873324
"M131.04970T415.08299";0.091267212695034;-1.1468201175864;-0.511490560169825;1.1642437464292;1.2141038821382;-0.811304163506212
"M131.06880T712.29793";0.148256761500162;-0.527489215252028;0.189061828469146;-0.476849661024803;0.763573323560376;-0.0965530372528612
"M131.04925T164.78135";-0.0502491984900847;-0.403641195631875;0.256170056567716;0.515342643435798;0.249991630234501;-0.567613936116056
"M132.05281T413.85830";0.203218105065235;-1.07789958268755;-0.579505885477411;1.16255585979544;1.11866515415483;-0.827033650850528
"M132.07205T712.09924";-0.088736628429995;-0.282876575343942;0.38125646580919;-0.673155907525329;0.203176084520974;0.460336560969102
"M132.10143T118.06854";-0.256058197199384;-0.585324172081173;-0.861228260684861;-0.866763832889632;2.33806921280951;0.231305250045546
"M132.08121T233.17000";0.625481964401334;-0.320038824059921;-0.487329103890669;0.052443899772559;0.342130787109994;-0.212688723333271
"M133.06508T1260.23860";1.29710750025313;-0.470248425714178;-0.493073799490785;0.0583598319909415;0.185549051539452;-0.577694158578553
"M133.08594T219.20023";0.190598297108133;-0.588036449760326;-0.223766225226097;0.183234368358369;0.811934984310446;-0.373964974790547
"M133.08601T285.56928";-0.00843340753462824;-0.936006668647947;0.0681533448975557;0.492129410054863;0.729151530307797;-0.344994209077658
"M133.08585T145.43899";0.543839806849561;-0.311101839080584;-0.493095302512374;0.0410605260631001;0.540989570736499;-0.321692762056203
"M134.06047T233.00644";0.962368360208885;-0.758915382959632;-0.0888303623639089;1.05313329743594;0.103938794745773;-1.27169470706706
"M134.06037T455.32339";-0.233650842222869;1.36373380260703;0.874864248152765;-1.31317719874253;-0.707980381440637;0.0162103716462583
"M134.08946T219.02614";0.503504571248443;-0.639764463867398;-0.482768329857898;-0.00388516242319927;0.571702331876606;0.0512110530234496
"M135.06363T232.86273";0.920183219501064;-0.633623259199358;-0.124298902613895;1.11026569151562;0.0478733437243715;-1.3204000929278
"M135.06373T455.13141";-0.183998400174822;1.2737014702318;0.828977409514522;-0.704089270200028;-0.783833986856528;-0.430757222514941
"M135.04438T137.96584";0.458991612184371;-1.32022595156287;-1.98067462079739;1.54393924821423;0.628111873972332;0.669857837989318
"M135.11663T857.15334";0.819796722764678;-0.566179279917367;-0.605666591343076;0.858476951212778;1.07885439028021;-1.58528219299721
"M136.03971T123.66043";0.356430801410688;-0.699317750638425;0.134740699496347;1.38428688356553;-1.08504484493354;-0.0910957889006016
"M136.06216T228.74254";0.703394674551165;-1.24415139761061;-1.25725424957494;0.0855631513198337;1.65743176215755;0.0550160591570151
"M137.04616T140.29437";0.416071424626645;1.80656126450337;0.784587759169048;-1.67200052195929;0.154374093432219;-1.48959401977199
"M137.06453T228.98821";0.780118295786126;-2.38983266668848;-1.48443886631493;-0.0998104143945954;1.45288334698832;1.74108030462356
"M138.04930T140.63822";0.388145661633513;1.77064858866734;0.843180703315173;-1.50509569404204;0.0474508593712989;-1.54433011894527
"M139.03986T708.63655";-1.38261065262092;-0.419756947620036;1.20751074807851;-0.269534776016337;0.663706472246744;0.200685155932041
"M140.04708T146.11800";-0.435064979793629;-3.02159438297416;-0.70957508596785;1.64021544491295;1.31534504490863;1.21067395891407
"M140.08199T152.30455";0.400306313512725;-0.87383131252678;0.220870303913125;1.4782353803434;-0.491596935825096;-0.733983749417361
"M141.08543T153.82139";-0.104447039509234;-0.688798388025761;0.682841355819367;1.64006617478284;-1.34737343704584;-0.182288666021375
"M142.06544T233.16007";0.743387067526777;-0.276834082447779;-0.554577496818475;0.135178578579507;0.229680015607756;-0.276834082447779
"M142.08642T290.21979";0.525012874394338;0.733250812547663;-0.152434851251918;0.432103118993313;-1.45819413251683;-0.0797378221665752
"M143.07318T233.16007";0.72571750772015;-0.306757170779506;-0.449742657076234;0.0716383840757403;0.182074634679245;-0.222930698619404
"M144.04443T210.59952";0.68675208117572;-0.693465296711342;-0.087688687452741;0.0179404357271243;0.354619362501088;-0.278157895239856
"M144.06575T141.48624";0.153154757515246;-1.49664767432815;-0.102391217883249;1.07641775032602;0.239875449501438;0.129590934868686
"M144.08115T233.16007";0.519641003635375;-0.113905511836304;-0.629079323181273;0.408563175241424;0.0201398260120604;-0.205359169871283
"M145.08417T233.16007";0.638901624830882;-0.206720912087535;-0.578804861785749;0.280694594850224;0.176119681455509;-0.310190127263323
"M147.06375T519.75387";0.3434995416985;-0.726463816283242;0.339711623847683;0.339711623847683;-0.0528695816915505;-0.243589391419065
"M148.07720T549.28530";0.327455238071872;-0.82122100787416;1.80719162260647;-0.978524883315441;0.329391449114755;-0.6642924186035
"M148.03962T373.71187";0.34050114878941;-1.24477442343248;0.36007893972065;0.805039224479692;-0.292017757434043;0.0311728678767819
"M148.11197T286.34387";-0.125405836954605;-1.05395865744737;-0.116595379354495;0.609240819088706;-0.405591167740567;1.09231022240834
"M149.04525T1153.19190";0.342569037751512;-0.724990708916684;-0.397763208633725;0.714290510772633;0.610303814500406;-0.544409445474131
"M149.04509T1219.88944";0.244914116090355;-0.689744050616023;-0.150159132797479;0.827872202944729;0.385728885118888;-0.618612020740464
"M149.05958T164.78135";-0.10157234137832;-0.502822320047535;0.0806600315255529;0.592796204773656;0.454487584944423;-0.523549159817792
"M149.06055T965.85087";0.805579472554331;-0.415683051250523;-1.63815376611675;1.07564537447982;1.05222243214159;-0.87961046180847
"M150.05529T197.25744";0.88564053048284;-1.0782303172862;-0.0583416472203067;-0.142651282469722;0.699264247137866;-0.305681530644468
"M150.02713T834.97760";1.0674386114883;-0.323153667389891;-0.200644541972564;0.600877089209185;0.661914741543909;-1.80643223287894
"M150.07774T329.40780";0.0388111121046362;0.149097556908827;-0.580676361556654;0.632147892112735;-1.04618065819303;0.806800458623494
"M151.06180T189.20378";0.875836669100784;-0.0994739491088481;-0.708291771701919;0.322571741759951;-0.466793229079992;0.0761505390300058
"M152.10011T145.99174";0.62243998756184;-0.296167690961115;-0.970673894271782;0.284852419157786;0.662168600504223;-0.302619421990952
"M152.08195T244.01745";-0.54849100643164;-1.00726423414622;0.183426836638234;1.10534431762381;0.81547509274745;-0.54849100643164
"M153.06644T122.76935";0.100945418353425;-1.01480544340211;-0.117337383362249;1.13140208967636;0.263486855015808;-0.363691536281233
"M153.07720T1163.23493";1.06054368888236;-0.449240628787857;-1.20713272851342;0.000695169690048134;0.415068808642949;0.180065690085918
"M153.07405T1044.57504";-0.394424211852799;1.10038424087912;2.09492309034889;0.130936415633862;-2.35918098693364;-0.572638548075436
"M154.05119T123.49738";0.198466670594505;-1.07328552799302;-0.193288172902445;1.32591865707581;0.0710541562408767;-0.328865783015728
"M155.05422T123.27243";0.144269826002232;-1.00774193936052;-0.17621708159309;1.26146111813128;0.183564684594447;-0.405336607774349
"M156.07686T122.32818";-0.598051655879443;1.32035735625399;-1.17822896590795;-0.0833961437345558;-0.769658546114798;1.30897795538274
"M156.07686T177.02821";-0.408643456516069;0.922273694334422;-0.338778093580194;0.371439094344609;-0.952727505586348;0.406436267003578
"M157.07637T233.71809";0.54309847134249;-0.710232842115201;-0.74015482206173;0.685912861567278;0.345272723723932;-0.123896392456757
"M158.02729T115.09123";-0.956864770060883;-1.55706233665162;-0.776687312405212;3.17249579705245;-0.236387059199703;0.354505681264957
"M158.15411T848.97778";0.787764644661619;-0.837804762707889;-0.407930806272964;0.660126999305098;0.499592072255071;-0.70174814724094
"M158.08395T579.42220";1.38465225877599;-0.0161802518236694;-1.41905144709888;0.899159502459534;0.290533624793407;-1.13911368710639
"M158.08382T233.93559";0.676609146593911;-0.359412280781103;-0.554640190679644;0.567582353453168;0.117692356131641;-0.447831384717965
"M159.02076T983.74728";1.28935236130949;-3.07548165810639;-1.96479941921503;1.40559238401544;0.999981872725476;1.34535445927101
"M159.03031T114.27909";-0.233408500264454;-1.65018896239797;-1.72972606028339;3.11214799232732;-0.0139226197021281;0.515098150320622
"M159.02241T179.05207";0.957153732032502;1.08459114697714;1.07464991124906;-0.881589182109805;-0.97334476017275;-1.26146084797614
"M159.09185T330.14516";0.22285694064342;0.0424307011398151;0.733456223532219;-1.04293487097095;-0.290056437260644;0.334247442916132
"M159.15733T848.92936";0.883791785098758;-0.913102730735903;-0.284208509533669;0.55848260526999;0.321988954183269;-0.566952104282447
"M159.09200T233.16007";0.657523852885158;-0.318427572126478;-0.438601806925761;0.0133956480099098;0.307078715181036;-0.22096883702384
"M159.11313T114.39272";0.202586907640916;-0.501658989965632;-0.096617704092663;0.716827412781273;-0.748596303355003;0.427458676991109
"M160.07610T139.98606";1.54291462797204;0.54909638202706;0.156023489737305;-0.856261557870639;1.54291462797204;-2.93468756983781
"M160.09417T233.16007";0.690663187904652;-0.202932677591389;-0.508237656237934;0.131203145379324;0.214892981176316;-0.325588980630987
"M160.13351T591.24344";0.134819043525502;0.727825104111765;-0.400007396863636;-0.364586537713578;-0.708067804399917;0.61001759133986
"M160.11644T114.96664";0.311648937329602;-0.307081913161212;-0.258436504353347;0.786988639832296;-0.925402175995067;0.392283016347717
"M160.09490T330.14516";0.0764947801296722;0.335404983081466;0.759593972783286;-1.04957900595731;-0.533507296625606;0.411592566588501
"M161.05982T1260.23860";1.27101591768356;-0.492597252512606;-0.594065548941122;0.260150453627323;0.299363609458573;-0.743867179315717
"M161.07938T140.10830";1.49752795828775;0.446438774276676;0.0595837322528155;-1.45529293047724;1.59568171340811;-2.14393924774811
"M161.05976T1078.67436";0.79124436271146;-0.152811126406338;-0.785067304069474;0.665556843115367;0.041633223280687;-0.560555998631693
"M162.09170T297.53706";-0.315797799964347;-0.571095686488632;0.228196717996219;0.791345243519059;0.567198758619383;-0.699847233681694
"M162.11280T97.96184";1.29027534182098;0.51577446322909;-0.557606230546586;0.366205502929214;-0.692832498453402;-0.921816578979283
"M163.06079T1219.37706";0.142422078695496;-0.68159332687051;-0.396985730876929;0.908434302316097;0.568639524272518;-0.540916847536689
"M163.06083T1153.31999";0.412674235523029;-0.681170348351909;-0.318531747440127;0.696531582088562;0.597833190084691;-0.707336911904235
"M163.06073T604.29915";0.827319189650215;-0.361780551209016;0.0128732243307389;0.472415342126879;0.72377853604258;-1.6746057409414
"M163.11173T821.78326";1.05651739493719;-0.0862120038817057;0.389574445148193;-0.872467525559398;1.05651739493719;-1.54392970558146
"M164.06187T1219.57886";0.208918476078663;-0.633844973447431;-0.277214800385689;0.872603614638031;0.340036451141622;-0.510498768025197
"M164.06190T1153.31999";0.302622534497058;-0.613794115446425;-0.24985819143526;0.578079567087305;0.593002333135043;-0.610052127837705
"M164.11534T821.63381";1.08972520238246;-0.0628863682714661;0.363504306674506;-0.860574393548322;1.00514827936457;-1.53491702660175
"M164.13519T589.67096";0.942029268746633;-0.787189841928975;0.26583830045752;0.234375793075471;-0.188528618703442;-0.466524901647209
"M165.04873T1153.31999";0.420423182645933;-0.654633096495472;-0.26337482584649;0.606023603831062;0.563334515104901;-0.671773379239929
"M165.07733T210.35781";0.177097301944446;-0.418238308480053;-0.294703067177061;0.989604108369051;-0.246838394992567;-0.206921639663813
"M165.05498T1064.72874";0.732758334822509;-0.332006681242498;-0.719049194468045;0.57768928241948;0.479202985333923;-0.738594726865359
"M165.05755T1219.26064";0.693812138244162;-1.36899439871493;0.0410568109572196;0.60543935960565;0.909610397902916;-0.880924307995025
"M165.13865T286.66141";-0.123673477239542;-0.904407037072194;-0.355883302143334;0.751836078226211;-0.361519938269773;0.993647676498639
"M165.09207T1396.34742";0.463421022423932;-1.01217923699549;0.378886187701754;0.17672025031413;0.827505980864902;-0.834354204309221
"M165.16369T1273.00863";0.599808654534544;-0.55714885301592;1.16062844589783;-0.44984979574725;0.77548156763086;-1.52892001930007
"M165.10495T226.17076";-1.29004778963504;-0.434117288486937;-0.011958778854383;1.26319493787245;0.397060226717005;0.0758686923869065
"M165.11371T886.17250";0.982800175418632;-1.81789327808629;1.02604471304718;0.695400305478616;-1.22248009192143;0.336128176063291
"M166.07264T152.49304";0.653036168941385;-0.719715614542307;-0.115717788126287;0.398790039639612;-0.0932250102143578;-0.123167795698045
"M166.05044T373.53653";-0.166604140670886;-2.17956551053234;-1.26914225690626;1.60785021487131;0.685620596417521;1.32184109682066
"M166.08655T297.53560";-0.26006087159283;-0.780042388758486;0.326508893477308;0.77439977948084;0.579164788921274;-0.639970201528105
"M166.08666T164.78135";-0.139116945816833;0.0259172510327342;0.262259877674308;0.300365425330916;0.262259877674308;-0.711685485895443
"M167.05572T1219.96503";0.35546772512336;-0.580239619804659;-0.398919994809791;0.92576216362757;0.373513006086522;-0.675583280222991
"M167.05571T1153.31999";0.348198809027844;-0.716106823380457;-0.375584355368122;0.774475128513923;0.540847314624786;-0.57183007341797
"M167.07064T966.01022";1.1707632137758;-0.403173358700001;-0.295364440652541;-0.289337418177579;1.04747589933221;-1.2303638955779
"M167.07588T152.89258";-1.23894670499266;-0.785468639315798;0.581553748486128;0.695058012099042;0.0931152850188343;0.65468829870446
"M167.09000T297.53560";0.21007988033492;-1.80802756610616;0.742465933008538;0.398133239930271;0.561418878346953;-0.104070365514525
"M167.09121T172.51904";0.178306181932372;-0.100744747816867;-1.34360921346665;1.50701912629204;-0.213156074983404;-0.0278152719574907
"M168.09385T164.78135";0.0663351511161186;-0.273423969463207;0.164474762759201;0.936786566432764;-0.682238499170945;-0.211934011673912
"M169.12025T482.27371";0.656624556498976;-0.546090427788337;0.62948496557493;-0.0575152564556442;-0.136413410041584;-0.546090427788337
"M170.06061T233.16007";0.661039127050647;-0.324726766225029;-0.458005278682526;0.0944406365187491;0.220689117842209;-0.193436836504067
"M170.06043T410.94971";0.820045119529449;-0.555348828424418;1.48820738820395;-0.767686277220228;-0.493750143161192;-0.491467258927552
"M170.06049T329.71534";0.335368302604722;0.269556914129817;0.750334059078836;-1.36241424300726;-0.345101846873717;0.352256814067591
"M170.09243T122.87298";1.91158547895581;-0.0656878474152245;-1.23736589350045;0.532464315392166;-0.407261851247207;-0.733734202185084
"M170.15404T544.79582";-0.896153744576197;0.893224590557301;-1.18349695510229;0.216298545773206;-0.321105202611834;1.2912327659598
"M171.06363T233.08559";0.785967854841216;-0.268840706547785;-0.426117076890755;0.149844569315261;0.0860873470090256;-0.326941987726938
"M172.07581T421.25410";0.304624812752917;-0.153917754442997;0.969738406616384;-0.370243410014281;0.209231149978705;-0.959433204890712
"M172.00644T118.37155";-0.934631009787136;0.767175041307078;-0.0942584325842555;0.891519882374303;0.14777366529827;-0.777579146608258
