"X064.EPL03_m_Mzb1_ESI.mzML";"X064.EPL05_m_Mzb1_ESI.mzML";"X064.EPL07_f_Mzb1_ESI.mzML";"X64Z.61018_m_WT_ESI.mzML";"X64Z.61019_m_WT_ESI.mzML";"X64Z.61020_m_WT_ESI.mzML"
"M130.06542T241.66271";0.67973323029997;0.567915878095651;1.22169365023199;0.551681251352884;-3.0755994911419;0.0545754811614032
"M131.04928T164.88007";-0.186921092590808;0.00143140851949402;-0.458622795569572;0.841382576306361;0.266014707850421;-0.463284804515882
"M131.04968T415.50289";-1.85608278530052;0.609087434234619;-0.368184318349318;1.37706752894034;0.363641782799445;-0.125529642324562
"M131.06882T712.24885";-0.361171937397835;0.194211748619069;1.85840411081181;0.103924465458491;-1.1694484962181;-0.625919891273424
"M131.06821T420.96365";-0.0967482527868245;0.881462107226114;0.67655906565857;0.0841007106789939;-0.803709242996177;-0.741664387780686
"M132.05287T415.50289";-1.8945931384113;0.600599665297625;-0.372283705032003;1.29978595232137;0.41270537210418;-0.0462141462798609
"M132.05263T164.87658";-0.830999196088754;-0.0153617926257666;-0.34182118402104;0.641662275995528;0.539031866763605;0.00748802997643419
"M132.08115T233.85223";0.00172208250472992;0.434633987036242;0.0570297430632408;0.37494350599351;0.00172208250472992;-0.870051401102468
"M132.08097T339.93445";0.445710628847577;0.806793895105498;0.475488263448959;-0.395994012186534;0.0164631800572971;-1.34846195527279
"M132.10139T97.25651";-0.494372211367997;1.03254083299025;-1.19363168245241;1.50475339387018;-0.244211609270801;-0.605078723769233
"M133.08597T219.19020";-0.261534080654174;0.0480519950632427;-1.04720434699591;0.496385658969974;0.86923473760119;-0.10493396398433
"M133.08595T285.27046";-0.2008112450102;-0.0353966177873911;-1.22093743431088;0.401203402554133;1.06678622884628;-0.0108443342919372
"M133.06512T1260.47682";-0.555892702502125;-0.0096058471602224;0.304717806343653;0.69713430322589;-0.187734585425265;-0.24861897448193
"M133.08586T145.65893";-0.0379510781031631;0.196220063120797;-1.03660188571447;0.196220063120797;0.653083180457199;0.0290296571188411
"M134.02729T214.51591";-1.47988591408595;1.37575802210908;-3.26461450523743;1.05752451446593;1.48565684442324;0.825561038325135
"M134.06033T455.10199";0.401445095534442;0.17924939257626;1.69793774008629;-0.50791529142573;-1.28291231932408;-0.487804617447193
"M134.08925T234.29896";-0.487328576042583;0.121764353529322;1.44216083920119;0.168141099150438;-1.03198231507657;-0.212755400761813
"M135.03042T149.37296";-1.29744166940259;0.311218905103862;-3.34167274892628;1.45972377897924;1.55880935356244;1.30936238068333
"M135.09610T826.59953";-0.119713813453264;1.55641656682015;-4.26632217857343;-0.0273138367481986;1.47708219322491;1.37985106872982
"M135.06363T235.00056";-0.546598734880515;0.200064674902876;1.31247273825947;0.111091217226607;-0.999381977960262;-0.0776479175481825
"M135.06370T455.30953";0.478664366994416;0.0580839445883106;1.78563091790128;-0.495993705390492;-1.31151482917411;-0.514870694919401
"M136.03967T123.35439";0.0123172195165602;0.713264800998745;-0.62431246163445;-0.655659920358445;0.731669309147453;-0.177278947669852
"M136.06220T228.99332";-1.09548991383039;-0.954083309392877;-1.33642006903511;0.924320993217838;0.867072311263119;1.59459998777743
"M136.06222T143.51183";0.337004891268487;0.0331505961062507;-1.51269610817729;0.259869522955436;0.73996264214135;0.142708455705756
"M137.04627T139.54666";-1.83445921817173;0.403310411925698;0.703874068385055;0.227990123293029;0.449442262114695;0.049842352453244
"M137.06466T228.99332";-1.05315360408418;-0.974967213980851;-1.38021264790513;0.845213628835562;0.966976895222132;1.59614294191247
"M138.04923T140.41066";-1.89619857677456;0.39345264651962;0.577183128300796;0.250812228827292;0.754097726572481;-0.079347153445631
"M138.12758T759.30352";1.07517228025357;1.06169205512559;-1.86209959599875;-0.36779104872085;0.652203245652573;-0.559176936312128
"M139.03962T711.31716";-0.763175075833991;0.734286883746277;-0.398690711949674;0.77347561502238;-0.167065064527555;-0.178831646457439
"M139.11260T684.83701";-0.395068714188921;-0.504251384826048;-0.314493237734302;0.715236734560225;0.0217163235919366;0.476860278597106
"M140.08197T155.11229";-0.985276487131149;0.845358439181352;0.923374140826215;0.720354028802904;-0.516505490013922;-0.987304631665409
"M141.08572T154.71856";-3.76518470681772;1.06291917651507;1.07409530095475;0.957733341509377;0.382179392193221;0.288257495645297
"M141.05746T233.12793";0.530755694757485;0.115004433736043;-0.988253423610637;-0.743403263140351;0.896460437963561;0.189436120293892
"M142.06540T233.44989";-0.158602709395665;0.220915262367526;0.34971564159364;0.422061777446571;0.0389734987665577;-0.873063470778631
"M142.08636T290.28568";-0.390021309119408;0.461482781954819;0.0414735641586988;0.00570034711107467;0.0979529705068918;-0.216588354612094
"M142.06891T505.04939";0.89655054750954;0.779819931667672;-3.38584398241317;0.51394668541083;0.586845066277721;0.608681751547412
"M143.07313T233.44989";-0.0745163247857609;0.321705310132671;0.314447643420344;0.35159638893281;-0.0616911353926786;-0.851541882307385
"M144.04450T211.32950";-1.17883344637051;-0.88268033385197;0.888756287647824;0.415498137672782;0.689508792465785;0.0677505624361003
"M144.06575T141.59973";0.651188225969359;0.921621339239836;-1.00826608555623;0.681008705467058;0.337916661893221;-1.58346884701324
"M144.08110T233.15638";-0.025388610348566;0.130478547921274;0.490243720992075;0.434193817606752;-0.172113556587346;-0.857413919584174
"M145.08409T233.30313";-0.0822959889801784;0.168251109323755;0.438002139461014;0.376375701031509;-0.0822959889801784;-0.818036971855921
"M148.07770T549.32504";-0.686744883790703;-0.357335117894938;-0.915910851981036;0.207554189203816;1.03485684942086;0.717579815041993
"M149.04508T1219.96352";-0.785721678472981;0.154413858489227;-0.194167228897224;0.941569742583291;-0.313040763107232;0.196946069404928
"M149.05958T164.88007";-0.253225278276163;-0.0870952006476973;-0.424295568540882;0.779734244939389;0.355536707246483;-0.370654904721144
"M149.06037T965.66674";-1.86332091349749;0.472601284600148;0.906603779371748;-0.18338903015396;0.179090128094763;0.488414751584794
"M149.06000T1151.13973";0.351615473878134;-0.688868570539338;0.424321169652244;-0.0137789054583744;0.615579403006675;-0.688868570539338
"M149.13265T1273.30654";-0.249535114568804;0.596478068782243;-1.39267615538822;0.211387062383894;-0.0835809492821477;0.917927088073038
"M150.02695T835.42758";-0.824552911118624;0.205776066344699;-0.795295731605543;0.257648735945549;1.31902144802694;-0.162597607593033
"M150.05526T198.24067";0.0431774291237478;0.278494644854338;1.67787243369388;-0.186200867903998;-0.648694390287877;-1.16464924948009
"M150.04614T1153.55252";-1.72347197339857;0.217094116999725;-0.500244207347486;0.806579873222954;0.242986536088947;0.957055654434427
"M150.07767T329.35934";0.413239990528566;0.435479199169907;-1.13781300318054;0.12156510816059;0.171962120830684;-0.00443341550919634
"M150.06300T164.80858";-0.91313139792738;0.0639497764820515;0.401308583450633;0.733050258754081;0.363811153743549;-0.648988374502932
"M152.06094T149.36577";-1.74546288831512;0.903712626646735;-3.53279467718021;1.52745006724486;1.55429364247347;1.29280122913025
"M152.08195T244.01914";0.0367386235359302;0.72657848531104;-1.57085759100928;0.929251372715225;0.0896562811479125;-0.211367171700833
"M152.14349T544.64923";0.987169971638029;1.0391593256376;-2.09723240304113;-0.0637638012908347;0.200179883923795;-0.0655129768674656
"M153.04109T116.49076";0.948106575698941;1.95825731601065;-2.09409993743781;0.707200401981095;0.519568081111216;-2.03903243736409
"M153.06646T132.04537";-0.462632883586369;0.0500856757181192;-0.250762902053302;0.989189244256952;0.574441205353949;-0.900320339689355
"M154.05100T122.89178";-0.291609107171479;0.380694943464726;-0.753533443179898;0.813032101590796;0.304531509311057;-0.45311600401519
"M154.06953T133.07518";-0.472469109981677;0.58133450841826;-0.514047250089556;0.712971887164541;0.285358702080987;-0.593148737592567
"M155.05418T123.00733";-0.404705974833585;0.433468247156929;-0.927073019234243;0.760888305556023;0.405261865414069;-0.267839424059205
"M155.07272T133.08878";-0.520824101276417;0.433400428689787;-0.49802943267099;0.271732764719583;0.622900188714772;-0.309179848176736
"M156.07695T128.43603";-1.34469867847728;-1.00891203769931;0.0134529116290709;1.05792395175438;0.418718628567911;0.86351522422523
"M156.13830T592.97711";-0.05056820715424;0.470409483762311;-1.63898690320724;0.770493667893953;0.293612600982744;0.155039357722466
"M157.09822T1141.68696";-0.88184863643451;-0.677960993465526;0.234719043525452;-0.0533166953305711;0.880402088156669;0.498005193548481
"M157.07637T233.91836";0.10815468493272;-1.24810542358462;0.297860264804058;0.61255712574755;0.316769465743337;-0.0872361176430514
"M158.08388T233.64871";-0.159523604303548;0.450137180709273;-0.397555175957947;0.584159784023132;-0.0925804728922335;-0.384637711578651
"M158.15408T849.39730";-0.100077277786879;-0.100077277786879;-0.588974646659657;-0.0485508408371904;1.06679099460552;-0.229110951534918
"M158.02743T116.65660";0.327248971528964;-0.568939023255096;0.957171731502274;1.1897214218871;-0.175408720548804;-1.72979438111443
"M159.02072T987.64575";0.0217630206838372;0.314152976805445;-1.81880941333258;0.618373977697579;0.278209882836335;0.586309555309389
"M159.02238T176.85090";0.21011932392464;1.16539973467962;1.70599842263778;-0.716649212220383;-1.27939171761674;-1.08547655140491
"M159.11328T114.26508";0.170294321662852;0.989405004994687;-1.35350834595501;0.74580242140003;-0.228750387485203;-0.323243014617356
"M159.09191T233.30313";-0.0788239720916904;0.199380804673771;0.101436264457594;0.607853677311413;0.0155605139192021;-0.845407288270275
"M159.15734T849.39730";-0.210667814110638;-0.191813382617375;-0.358946602573577;-0.267826725337596;1.17447943819389;-0.145224913554711
"M159.09174T331.68829";0.581394658772328;0.0238588892047758;0.442773619445792;-0.11546312965066;0.271256800779782;-1.20382083855201
"M159.11446T1155.65011";-0.637436826819107;-0.190190888657383;0.0306764163160354;0.900354628491405;-0.639607534729101;0.536204205398148
"M160.13354T592.97711";-0.119596540530442;0.459264990205066;-1.64599610357411;0.854003220075236;0.293883422348492;0.158441011475768
"M160.09414T233.30313";-0.202422798291989;0.128601614790758;0.373565601456994;0.323890508339587;0.151666350533716;-0.775301276829083
"M160.09478T331.69886";0.854292492755403;-1.1052453950137;0.512954527248869;-0.0997896767837383;0.477138371370609;-0.639350319577442
"M160.09666T141.61832";-0.425374986669141;-1.00672692521461;-0.726953945409685;0.823938400642812;0.453477165132893;0.88164029151773
"M161.01904T95.62813";0.78518308352215;0.537328628447892;-0.985814665826983;0.569574064822392;-0.848944213989346;-0.0573268969760997
"M161.05990T1260.52181";-0.687668860547513;0.305833902391365;0.00963435952167534;0.780660931164066;-0.0443900387411621;-0.364070293788452
"M161.05976T1079.13996";-0.797865642022223;0.0572357760039834;-0.0677000881028044;0.424508300923546;0.0884138911475551;0.295407762049959
"M161.07941T141.52252";-0.491288744672192;-0.88345460006751;-0.914826707937204;0.766741411633696;0.60100541011419;0.921823230929028
"M162.09174T299.11064";0.436650581592376;-0.0480187907301938;-0.217023213942567;-0.388850589755545;0.742136219021177;-0.524894206185265
"M162.11283T97.27621";0.770868119711928;-0.240635313186101;-1.25756702413335;0.609052550539584;-0.490770883471651;0.609052550539584
"M162.09177T383.53821";0.985078418524713;1.10284941649773;0.353406350153278;-1.0824665145356;-0.682569829769015;-0.676297840871098
"M163.06084T1153.32015";-0.993432298685956;0.0569133068007297;-0.239068819694266;0.648745277311371;-0.062126626520312;0.588969160788439
"M163.06076T1219.74283";-0.807489665051756;0.0109413861561932;-0.339682562845865;0.857672852879899;-0.180132083568923;0.458690072430439
"M163.11196T822.31211";-0.398263876366158;0.634429958153932;-0.411460417262315;0.250333500444708;0.323224711396007;-0.398263876366158
"M164.06187T1153.38515";-0.964092430185059;-0.114731168053563;-0.164772817785829;0.510789274862628;0.00192594970773035;0.730881191454087
"M164.06182T1219.58233";-0.625602583898125;-0.221674816501096;-0.348686718617155;0.698039042792708;-0.169837160309484;0.667762236533145
"M164.11534T822.23468";-0.529150519584308;0.684217908229183;-0.583318337748048;0.236036538511056;0.379841902201314;-0.18762749160921
"M164.13531T589.98352";-0.233674239938836;0.15155196981593;0.0170490448766249;0.839715275683849;-1.00976551453393;0.235123464096355
"M164.10799T746.11039";-2.27757922328284;-1.14524846191271;-2.27757922328284;2.31266254856007;1.76218166451402;1.62556269540431
"M164.07101T464.70254";-1.80475601906349;-0.255076509655749;-1.47737963270881;1.16542465082537;0.920000389130835;1.45178712147185
"M165.04011T1153.38515";-0.951009853613465;-0.11384664268238;0.052254729520471;0.512971962510824;-0.237225054022802;0.736854858287343
"M165.05493T1065.10006";-0.911831865610971;-0.149351504976418;0.152389359593989;0.340013154445027;-0.0416831853819042;0.61046404193027
"M165.07746T217.76490";-0.62976746154208;0.558070747328339;0.321400426109165;0.21500023770371;-0.600142310868114;0.135438361268987
"M165.05757T1219.54984";-2.10982384118836;0.399241358196848;0.101487218245358;0.73706366003799;0.215283127031688;0.656748477676475
"M165.16374T1273.35766";-2.24896968759819;0.234819777050576;0.649583466038694;0.305831983575612;0.542001043359558;0.516733417573748
"M165.05753T1153.44634";-0.929742289789806;-0.253209817920841;0.150719639106465;0.571822379653332;-0.143182782115321;0.603592871066167
"M165.11362T875.82526";-0.900804351912248;0.506009599398223;0.513045064783541;0.721489998045553;-1.45079878595964;0.611058475644573
"M166.04998T235.09014";0.419949740282335;0.496939824645642;-0.353240638752154;-0.91693766931174;0.460062011424614;-0.106773268288685
"M166.08658T299.08995";0.228971258831541;-0.196702658276475;-0.376910502485543;0.723894370843879;0.417454753228336;-0.796707222141739
"M166.09786T889.16863";-1.99752369665657;0.261685600747959;-0.501997238088595;0.497521006359804;0.355988759111053;1.38432556852635
"M166.15927T662.27262";0.717024238373824;0.973849124295534;-2.02511589275807;-0.0359535980464689;0.670772920871365;-0.30057679273618
"M166.07290T164.33546";-0.0626778492124056;0.267378179091141;-0.0626778492124056;0.714709795779351;-0.364340536628945;-0.492391739816737
"M167.05564T1220.06061";-0.664734385603966;0.348677651880171;-0.292824846840439;0.857216702157699;-0.384914238996633;0.136579117403152
