"X064.EPK83_m_Mzb1_ESI.mzML";"X064.EPK88_m_Mzb1_ESI.mzML";"X064.EPK94_m_Mzb1_ESI.mzML";"X64Z.61012_m_WT_ESI.mzML";"X64Z.61014_m_WT_ESI.mzML";"X64Z.61015_m_WT_ESI.mzML"
"M141.08570T156.21829";0.595580624781623;1.07444541085876;-0.554444820390411;-0.359532769970998;0.657899254219252;-1.41394769949823
"M142.06547T233.82973";-0.531007920259696;0.537246872238006;-0.115874222062322;-0.00366747837191531;0.360066387435474;-0.246763638979529
"M142.08636T290.38643";-0.317652351122028;0.321662335417006;-0.0256485080747802;0.629600376042733;-0.283996929672746;-0.323964922590172
"M143.07319T233.82640";-0.535657018891189;0.436564285786292;-0.18810426522081;0.0410697568028144;0.330539627733382;-0.0844123862104604
"M144.08113T233.65951";-0.513100139024103;0.40709932312184;0.163430678884442;-0.273531297335881;0.40709932312184;-0.19099788876812
"M145.08417T233.75434";-0.53145083012336;0.577051654045443;-0.0605181575482826;0.0194406859546144;0.319375412857716;-0.323898765186157
"M148.07716T549.29439";-0.167587564670999;0.0619973653791221;-0.311616359578714;0.808510491330131;0.299969448840228;-0.691273381299758
"M148.11215T287.04983";0.651682449327346;-0.46143381722014;-1.1508625923872;-0.102867799378584;-0.400200404515583;1.46368216417417
"M149.04516T1219.70319";-0.467279907406136;0.733979209738293;-0.349799473723375;0.275143965794882;-0.488807596229919;0.296763801826266
"M149.04533T1153.01111";-0.0232290372116669;0.124386555746794;-0.585627629128498;0.307642512898413;0.136153527852168;0.0406740698428247
"M149.05957T165.42542";-0.132150032892332;-0.364869311109185;0.239039037463234;0.326716689302398;0.440883373426922;-0.509619756191054
"M150.02685T835.23191";-0.339618081361691;0.315233311318091;-0.463204463910222;0.350735419379378;0.132185902023558;0.00466791255085353
"M150.07762T329.82853";-0.466475841259941;-0.433877776425067;0.447624025936642;-0.466475841259941;0.266255882395904;0.652949550612424
"M150.05533T198.18001";0.477438549534178;1.33068008613099;-0.66080713037425;-0.0792637453151661;-0.512321193378657;-0.555726566597095
"M151.06184T198.18662";0.229997229995271;-2.40821525244586;0.540672275868171;0.566069934807823;0.53349113697967;0.537984674794921
"M152.06431T149.61539";-0.883748640177961;0.300690659314544;0.130561707482148;-0.688157989979904;0.605496424898753;0.535157838462414
"M152.08191T244.66958";-0.0146904370297359;0.592152610198437;-0.187573796287794;-0.474041156150877;0.423748286497701;-0.339595507227723
"M152.14334T544.93087";0.458626489111395;-1.54794117441059;0.40958751713805;-0.193012001382616;-0.506828401773969;1.37956757131773
"M153.06649T131.31336";0.298482454040162;0.709131066923741;0.0851321162128422;-2.37280039900389;0.436634223787283;0.843420538039874
"M154.05096T123.14171";-0.403851204387529;-0.231268113524425;-0.302660599333666;0.769627664760927;0.317051102106268;-0.14889884962156
"M154.06960T133.47455";-0.247408701805808;-0.017280849485347;-0.472646169841479;0.908565627675253;0.115238885272569;-0.286468791815181
"M155.05422T123.71990";-0.276978436407571;-0.144494022054947;-0.461496765870933;0.798468110253005;0.262012969105875;-0.177511855025414
"M156.07693T133.85225";1.534106039466;-0.995504288446689;-0.872953057443616;0.297954702261943;-0.545222717134358;0.581619321296728
"M156.13832T594.11176";-0.652549882421297;-0.0753805476389715;0.83810864304754;-0.406860584437149;-0.0514588228736082;0.348141194323466
"M156.10213T652.83222";-0.112109406953157;0.154187657651258;0.0712116412102459;0.706886915749766;0.202395896815419;-1.02257270447353
"M156.10996T332.93225";0.30774007577799;0.680950089715224;0.125631788274618;-0.629858390458533;-1.10100909116173;0.616545527852431
"M156.96395T1162.07298";-1.49188936792222;1.54984951276085;0.432702886819456;-0.0125400582261132;-0.197232580602791;-0.280890392829174
"M157.07641T234.15884";-0.368026827309366;0.63632225672951;-0.0216721533445681;-0.0916117626599368;0.191846335759133;-0.34685784917479
"M158.02740T116.02745";1.39190147603607;0.393299097378754;0.141163494032763;-2.61240018926816;-0.497114976255128;1.1831510980757
"M158.15413T849.28046";0.0322203303724507;-0.460717724236123;-0.632619487550636;0.83724534265706;-0.0190898040336246;0.242961342790872
"M158.08394T233.99590";-0.399863647031555;0.640300760551785;0.0194281128796453;0.137626406404615;0.0459151747814903;-0.443406807585954
"M159.02065T989.52701";-0.528515527385492;-0.0201104081983056;0.0290290812568102;0.730715861719336;-0.459501672644141;0.248382665251785
"M159.11388T1179.37100";-0.850490406849896;0.0934128857141481;1.46912700465789;-0.0110584213680616;-0.441488724399506;-0.259502337754571
"M159.09193T233.82963";-0.523634282021078;0.438185111160606;0.174363366069585;0.023643111504979;0.318889544459928;-0.431446851174029
"M159.09170T332.94131";-0.410515371870657;-0.115821565369645;-0.495996716814397;0.639949802986979;0.611834658357239;-0.229450807289541
"M159.11462T1084.54100";-0.295714969301129;1.84136112634959;-0.750308637041363;-0.128662892902578;-0.447401107406706;-0.219273519697817
"M159.15741T849.49672";-0.297624265805074;-0.209308932102124;-0.598504723977244;0.882010975349531;0.0603408104411965;0.163086136093708
"M159.11330T114.49504";-1.26420884023328;0.0957610905247963;0.494021451681298;-0.076496053366969;0.0464920982264755;0.704430253167669
"M160.04302T137.75459";1.23014503372921;0.896533298934824;-0.0797015173838415;-0.571132085201658;-0.356678640239782;-1.11916608983876
"M160.09419T233.82630";-0.0232971499812896;0.50475110547673;0.0710309744782286;0.286180836870511;0.429630008345726;-1.26829577518992
"M160.13354T594.49936";-0.473006746412972;-0.0668244088989803;0.870411596980394;-0.314940211767982;-0.311897416689962;0.296257186789509
"M160.13351T396.53887";0.130897722742375;0.902984656596635;0.837357959261647;-0.503632820586145;0.0457596921658102;-1.41336721018032
"M160.09471T332.95037";-0.372347558543767;-0.312221851493694;-1.13850510408729;0.861384816241232;0.77136933303977;0.190320364843748
"M160.11666T135.02550";2.52871035505994;-0.877742447876697;2.3196914184243;-0.784780271858513;-1.88115762744942;-1.30472142629962
"M161.01895T96.53420";-0.630920342967537;0.321216536367174;0.954430628237489;-0.186957817658092;-0.101347933406803;-0.356421070572228
"M161.05999T1260.76301";-0.43385438807637;0.677312658353951;-0.199015537764775;0.237938663843375;-0.350261553324758;0.0678801569685606
"M161.05989T1078.65830";0.222066713457983;0.700449248884775;-1.5169681404287;-0.172806210723809;0.354123224257413;0.413135164552345
"M161.07945T141.22764";0.936841755757358;-0.877486924640925;0.340793840007983;-0.313577589880635;-0.305878735633383;0.219307654389584
"M162.11279T98.33281";-1.52046869030446;-0.196443127273039;1.01768806356721;-0.132124456149729;0.326141129253698;0.50520708090632
"M162.09165T299.58142";-0.757408323664264;-0.0596907837247731;-0.281881361700136;-0.166301686361632;0.683181907040694;0.582100248410119
"M163.04254T329.09002";0.645219454861191;1.07540639823679;-0.685093010485134;-2.04811743449984;1.12178564403662;-0.109201052149628
"M163.06083T1153.01111";-0.00625692822437387;0.578459066812514;-0.635838327669146;0.185575750033079;-0.145232084200158;0.0232925232480753
"M163.06091T1219.45976";-0.120921217949538;0.786471008394448;-0.29547853847422;-0.00867436521233458;-0.515818744800755;0.154421858042416
"M163.11211T822.14031";-0.592627960141713;0.372336925940989;-0.27130548923691;0.544871745917488;0.372336925940989;-0.425612148420851
"M164.11545T822.32814";-0.405314266974573;0.270498945618425;-0.323109572254715;0.694739288932274;0.308375193144222;-0.545189588465625
"M164.06182T1153.25479";-0.287994441208283;0.438465426534932;-0.607269722053855;0.279079837264521;0.0437792045118874;0.133939694950806
"M164.06198T1219.30903";-0.162211793006137;0.798567439774317;-0.433268638341836;0.123254569080391;-0.407858541935089;0.0815169644283576
"M164.13528T590.25416";-0.0323333032868092;0.100278050978681;-1.18991157346876;1.11732607372552;0.217802211516498;-0.213161459465129
"M165.04011T1153.24355";-0.105859865085063;0.711746100446255;-0.605285917982687;0.0689901127277163;0.10440124479719;-0.173991674903404
"M165.07745T218.93643";-0.800816025813302;1.17381442255389;-0.191674235746277;0.0865679550529182;0.0732241166864103;-0.34111623273364
"M165.11367T898.83689";0.715683562177055;-0.770531448887906;-0.855759410804838;-0.678050119443482;0.530546005874597;1.05811141108459
"M165.05491T1064.84264";-0.469487158336465;0.778188640512068;-0.243069307706428;-0.199561821992994;0.033473447980721;0.100456199543123
"M165.05779T1219.37577";0.286356371745373;0.770101511716732;-0.00941019552759988;0.175237021930282;-1.69854092060085;0.476256210736071
"M165.16369T1272.82498";-0.990926746966305;0.683372596327005;-0.889389846545485;0.933180513422043;0.655837097526108;-0.392073613763361
"M165.13879T286.65096";0.201413805416027;-0.456418697274537;0.046914405708942;-1.16656879447279;0.00700410490242418;1.36765517571993
"M165.05776T1153.25479";-0.0327138287284673;0.502273473858339;-0.763302140403943;0.240079487839024;0.168888592135432;-0.115225584700389
"M166.05003T236.15008";0.0621174530506156;-0.337519088156611;-0.448388322725774;-0.313021732195054;0.499591041784605;0.537220648242243
"M166.05008T123.53850";0.356107416364949;0.889020699740991;-0.276557972314842;-1.223464189031;-0.247602996930917;0.502497042170816
"M166.08659T300.38554";-0.618963932588787;-0.0801083007279587;-0.265576268436929;-0.241409974263475;0.636631159208545;0.569427316808613
"M166.15926T662.35394";0.495688023379627;-1.52412443848571;0.556913328998599;-0.403907921385679;-0.451929445727716;1.32736045322088
"M166.08660T165.12521";-0.0153739567506737;-1.11834752628641;0.284938517607308;0.429662656356221;0.484179248156496;-0.0650589390829414
"M167.08982T182.67910";0.132126276927227;0.886609843762029;-0.100825070835878;-0.466384649767903;-0.627223288035652;0.17569688795019
"M167.05580T1220.08651";-0.256962820923626;0.878542030271183;-0.444969316408366;-0.00650681641195959;-0.405898227691998;0.235795151164775
"M167.05566T1153.25479";-0.0241816779509689;0.374480556694974;-0.702506078278236;0.0120886888931275;0.230172028935203;0.109946481705928
"M167.07036T966.26203";-0.318193554107407;0.0894378238670355;-0.37095477922011;0.210586027526407;0.621780903332489;-0.232656421398414
"M168.09585T165.68913";0.429014133878272;-0.0255358127816601;0.587155124212983;0.595313616385165;0.709051290338037;-2.2949983520328
"M168.07424T966.00927";-0.30696549289266;0.17876757602512;-0.387386698937341;-0.0187172943687031;0.769546876356802;-0.235244966183209
"M169.12033T482.61683";0.130745576313984;0.544302392208814;-0.637925443138998;0.631817390258308;0.446945605556638;-1.11588552119874
